soil_moisture,temperature,humidity,rainfall_mm,ph,nitrogen,phosphorus,potassium,crop_yield
24.595770164590093,38.98643372867542,30.067140622752753,231.42602717255772,5.773377466333682,59.8557542066926,24.34726947640495,52.8075489350847,28.33912066629164
35.21135727047553,19.978379943929703,60.94579267013681,101.38934603475604,6.1547000473484905,96.71893406378788,41.528174363939506,64.12328319294521,55.00270455446339
10.004003118607072,30.804408391332778,72.7076213866074,18.758159834135203,6.153776049611795,85.82392602480732,17.83805224687258,72.81878553433029,30.38047700415892
20.581640042114394,39.251536242462706,84.81600890476896,215.3381186207572,5.452544972168542,19.263302174791235,27.37242076218632,30.88746416214712,26.0058543963644
15.136456178598957,27.045164913929604,41.94306177194011,129.82439636761006,6.060637528571067,130.0868066310958,34.031471802886955,32.05308811288444,48.390563525622255
13.231850816907922,39.89044424806302,85.65035046917916,79.73396722935603,6.915245489980879,62.50072543155991,52.400726453368236,58.417902937156995,34.39674189117856
16.51910739821848,22.532754042338215,53.683756190706816,240.7580846961689,6.413013077571725,62.42524299961064,64.06419612107591,63.9344892628182,30.804173924816592
22.09462544650667,31.438441703232485,87.9978054029512,234.5654421255946,7.486002081335521,120.79448447470888,35.71462791906144,10.289077877417077,37.38521193880494
23.886861598073448,33.42625016370401,31.801263107953723,65.00474298917308,5.901142692614906,75.53473774960175,52.82931811478314,78.45607831866207,34.5992670811015
28.858585690117494,21.161554800463072,35.55035904300609,50.34796342843006,6.122530306676287,71.3835992829129,18.34518763296875,21.59296371790787,32.99024754552365
24.67180800411532,15.371722839058354,93.79168027401731,147.2271758265193,6.032921154391592,94.98208941804336,16.034504468358822,50.98817387262677,43.723186183100125
33.98268251388659,26.251546984008794,69.61762517527728,210.62955246038973,6.63451872361644,41.47141134860438,36.886575422404846,54.974431096646256,36.952593150896774
17.15582874060311,40.33901108013182,57.14610254292191,84.18027243626372,5.689370480576349,81.03758658715681,55.63037400879651,10.575291951367038,30.54768857080747
40.734110273683086,24.261758965420977,40.99892200508988,146.6073553660654,5.650435105921249,98.57106555196681,23.896917044420647,44.30804303389764,42.08264389320679
10.958565761927415,36.0530959780302,72.24357495082984,40.561249869701946,7.642653002941982,82.34708749786311,58.547969421658074,52.69942131755667,44.88397441898913
33.466362856244075,19.71788044634,32.40337944335826,48.648433809535454,6.1792840557404585,103.5951421885083,25.14446413367234,65.25653603017449,38.10689698611479
24.605668082849444,24.232726580166215,50.2549043749458,190.3338039980239,6.72645515069593,89.81706149539224,15.02807361522273,82.25391075735271,37.60461227033822
29.554143995601308,18.904138462628612,51.0261478042899,37.52461533801249,5.3433954210489425,120.17569171246977,40.780036841787314,15.48489011994513,35.96088444424547
14.913542850833181,34.35281198195215,69.48372307844599,66.47676026195687,5.566230791938354,124.89634535018021,10.05866848953726,32.64789716804061,34.279323206538415
16.933552117970756,33.88130583981398,72.3040316839203,172.37371579441734,5.450532234839232,27.229900379088598,52.48678237351668,52.2345850361204,33.92391168681411
38.026059903643784,33.58942758462081,84.9935489503705,3.7723269082447777,7.3115004766911795,47.32424931525962,54.34355491667529,33.2187971749505,33.313177497068345
43.889155150178915,21.84169293113009,90.29276126884032,8.048600967142633,5.468181634717007,21.832019427415293,68.39917577823095,43.610502924554325,34.90466134224562
20.9698462355735,33.69372328383204,72.92975229472148,71.88148500600717,6.542421718766827,43.611483471103895,49.789876412125494,88.56423626063383,34.5317178582422
34.23129154842599,21.13703360473064,67.58130469655498,84.15579512807477,5.604502534779392,105.11458838901379,39.65300355581427,14.554668863598081,34.44843515896267
40.673620330361345,26.465526130146174,55.91651033588555,90.55402638250278,5.924923564115006,24.818154936577812,14.417399026988997,84.31305697638392,32.51039420481108
41.311233222634655,25.041897285027556,92.82981202173923,201.7976438783799,7.4947652065079815,34.38993913125456,42.05770162735992,63.43825711668024,44.13331325117251
12.976547397942227,24.593313613743298,40.01514616910323,8.995241914660474,6.842143789340367,111.34604092822045,18.509823642269357,49.886443701338614,37.28740529459505
11.366917413150883,16.556679795513922,88.18064256216215,89.59881115633128,7.7055230465539815,70.54064717159733,58.143325743258934,47.175766941455954,38.49000253250002
15.944064684759912,32.054458925380374,50.2158494125147,159.56953331670607,6.759257350601581,51.26509221154016,44.5689310322047,54.714757667193496,23.778281487503126
40.73498762002946,34.09754827240589,65.65179082829675,35.75102737958066,5.224751262163051,95.49808703412074,22.77485425903738,33.326972578745014,46.05825664746327
13.442139184156753,31.566894751576562,74.33430679813296,214.43465362786014,6.2806666143530965,125.86730056854707,52.42331072048882,23.744038457915746,59.893234963127234
24.738766875176825,32.50444441640437,45.3705273362001,161.39110206835818,5.258348561332568,19.700680046971534,29.980508614959486,59.57925245989868,27.07481357279266
43.52613355526757,19.58839928386596,40.902884528267656,28.82335637000677,6.016359252922061,101.63679306267245,50.1458927396206,89.07818366440272,42.91274040518929
28.6607849740556,19.035063571349287,63.051330872925035,52.02435249973681,6.452224819873928,98.56884050286132,56.77306528880807,51.297653161982325,44.042503287411634
34.21569898826657,28.882726175198837,81.47115191300367,186.37458268704117,6.696194286921901,123.50151232469757,15.19456712176673,63.68066800195304,57.0194288415415
21.0430470852122,38.63398361157255,75.00694004085992,100.85165708354322,5.820490527615218,39.54650500293762,40.63938775424478,51.5626063741258,29.65966831071133
34.027532468855426,19.966742921774994,37.73326691624597,121.11751523712668,6.651545103963895,104.09907869174633,16.22046172383434,26.00246887129666,40.12520880755265
39.211898516408056,27.496656205123017,88.54824397966264,221.86376951818187,6.226792348678808,27.987638531910914,48.967690345010915,56.29566940229572,40.82545870885605
10.640089707046712,26.58117301880738,61.18294185819508,34.36088740605772,6.51711368751801,22.07829459925098,28.929872950442817,86.63036479805281,36.52322440215375
36.25505102307386,28.426808019826943,91.53398415057708,241.0931993465294,5.709514237810556,100.09950428223364,48.61007142547198,65.39393231321742,55.980924173746146
44.610138111727316,19.36079080312232,65.97319090613726,10.657420449144972,5.6075541860089215,17.829339266705368,12.913226924105086,12.186955125519976,25.987540644105607
36.18579790329438,24.245897310639883,35.51211840792294,24.860064313721203,7.161744219766204,20.53738610026547,62.019783821201734,39.0495045861734,18.75734234675919
19.81553972225418,22.070770910795044,43.16009731884481,55.80960773511087,6.057930394894351,19.619127846667002,38.68955530072397,60.71082820920124,23.92910204495555
37.624776495802095,37.802227467195934,85.52546823956487,201.6462705651285,6.874908800599362,73.17631359166703,57.61319131765314,55.36584863427606,49.15906263002468
13.612910230217471,36.60897063596285,75.88527883970674,113.9682018423756,6.670184551135409,109.73368053058388,23.598218690071,19.706696880931432,48.621008441282314
25.676273416156683,26.519257273239877,88.17106880994007,163.31278556532985,7.538780381303784,139.0249029612422,30.098424535175965,84.9178626575692,60.04578164519727
41.80084260825835,31.38941744130405,51.394490116629484,43.58028437995931,7.489777406558239,43.32596206925779,55.82649539268582,41.507130659413846,37.73752740292201
20.27649519307878,18.92757147718794,64.3200907814457,41.68048323163207,6.352089640849637,114.04752815881591,61.20537499325153,68.34101776107357,39.02698470049088
20.072136850522206,28.759558943874083,72.27587861146779,130.2120851384473,5.732311224879869,114.40573302246119,36.22743189074417,72.85498042994931,45.35088574914306
14.551000024139718,23.017571316246425,68.6289054831332,185.07340882005542,6.843700175758747,124.03033866777103,65.8199398003818,27.0394177488871,31.204854714296737
10.677843525460398,38.210575746368434,45.045090809726105,115.61861630375711,6.85577353590103,54.28199878692351,44.77685793042152,63.00994740980555,22.297385617316216
33.75924365289619,33.13315628447253,57.74338771413531,217.4035212802782,7.000285508784367,31.615631892151345,12.945848885854312,51.86936797271633,26.0806314982193
17.406984060002067,32.10379834080537,46.12724516391136,165.10298366766008,7.55943032711048,114.58769749801789,37.171680277300396,24.263778415376727,31.71652265410198
19.29413307802792,18.36828510186784,84.96497254502445,62.272522112983204,7.2347105429159555,85.93291720848828,19.624002779660863,67.47526865312986,36.5708324269705
27.20506057481184,27.705872746469915,94.13403392292537,58.725555200526216,6.825756433225202,66.83174085010887,53.969466815286914,53.24612083738788,34.033224182004794
11.867689079097813,41.6374650488458,34.32710220360465,93.51167921676739,6.762510548035033,22.33020964824635,30.841160075840108,27.127503191554432,19.320510646404593
30.094116192220458,40.604077699961955,76.4053220973525,189.1540140740543,5.75317349377717,15.819609423241788,22.07065838236916,43.44494491977839,22.71463707987185
15.135500121703355,32.417312287031976,51.45751089293983,234.48441607744556,6.893549941194457,54.502932913072996,60.56728204385938,64.46092149513107,41.6317168265914
30.62569379161495,19.09657151786329,70.65329959024314,215.47649982970825,7.317700444019172,48.93234816661017,59.06777990813696,89.50092189614504,40.758792060570045
34.491542600732586,32.256424915437435,46.77842720332161,65.40269817073045,7.598038450217531,74.46545341379618,30.61880145133475,53.875026466446414,35.740872523548695
13.581705008973906,30.27287703868604,72.31549460505218,103.06973199464245,7.5832902914104245,130.4514830877748,34.21736747448125,73.5136029582129,44.9607927465914
24.49195957368489,27.653977616853805,54.12456699007742,152.88602486258037,6.658856895268855,67.08556075758273,13.635988610744201,36.44625378831192,26.162953455423192
34.30400552047108,26.557011675643295,49.16335716990264,136.7086139539521,5.8755683369252685,50.98548385992646,20.73308304260387,50.92488309832114,36.69217731136478
24.49627443344159,31.18028340276681,89.26460629035692,97.31873635224142,6.067873387741663,120.65581665581954,54.155130630812565,76.80200002931537,47.28464376663414
11.748371063113051,37.949186989931064,91.26242682470348,25.355194220319177,7.794182150478933,53.36873342131439,43.96782090945184,87.63663922078162,40.34588317691897
28.756374207042906,35.28026809004231,69.8807517264088,178.0612010993139,6.56655424936633,129.44800280624816,59.3942182060784,24.27776048443155,43.246596808205126
33.23281258269261,30.64273458802529,43.94040575399502,22.033790981358464,7.321357349378339,122.92648041052782,40.06900588748701,78.10460707225994,47.255743286423275
28.0211189220408,39.967012901472756,91.06222660890036,216.5193573434299,6.752242088239887,94.85239852101333,56.07174494052825,89.07175768021202,50.171451733916555
43.06081645967846,16.74797955292182,78.77948053701607,215.86211008315865,6.518019007053649,108.45939919671822,40.595080028624054,46.03696127371222,60.00342135164445
30.529426417569752,41.76635573575885,78.82083747598239,177.11269787884316,6.106202999794815,34.66534944126647,44.08414183467665,34.63681151522432,39.231897897231335
41.61906703507592,16.430852652035718,43.7618867651516,121.60614345192153,6.598203373401386,90.35928376393204,21.077077857831142,82.99676836786183,61.70926577543609
14.811614645118313,20.386379745741156,83.96017420054946,174.78664135322913,5.2175102381849285,55.87966048328073,42.66406147100721,27.58857841592036,24.133416438670572
14.87467215377655,26.414321864403146,45.606185020478655,98.74676502544128,7.479383097151092,76.08475669524083,22.061988922700294,89.06109661264743,47.8395675561308
38.258695104833336,17.90273965699953,71.0553484412604,199.37399607333717,6.659864851984966,43.173182262238264,43.373150325818756,42.12332882456066,40.251000093527665
23.918689294493674,31.83910109693795,76.1980720434731,196.60427056996193,5.263131705844165,127.74470970852789,18.486474259495473,17.378690216165744,44.88630615386903
15.787396899092647,16.295799229319417,78.25492293096161,38.88214596840542,7.32725433786103,66.44172214807833,21.160599357483473,20.941990147541276,27.839941920309233
42.46280031386119,22.684844787187437,55.36720579897276,79.45438758764945,5.551921416241391,74.59175664960597,55.88703761158474,48.16578623587732,42.17500636199205
22.17180509109273,16.64799039023112,79.38865078654632,85.99579419649758,5.279660615036262,105.17534411678311,14.253175942685859,14.87582190871164,32.81971418167431
36.27842360976544,33.99502193983719,88.69083363791114,91.04257466338144,6.4020720507513005,30.274601615338113,32.158818735496546,30.1508347926684,37.69943220279865
35.4099294872658,33.04831652491602,68.18230125044249,141.6613891719747,7.69770740774619,77.88313106888748,62.67268113511287,73.60018078032793,47.40716722308309
40.91571319220334,25.22167601776626,35.87663152016191,10.421860630071944,5.443397046006375,116.64345791080356,16.26024398888024,72.82655406850867,48.88985521660826
31.82852724694631,20.081245020805174,38.38343896924795,164.99242974097479,5.370556141951113,99.66773249006944,31.54919291564503,74.8655866959909,46.391709577316085
36.2829851909568,35.16913038380852,36.842064233081146,50.407939764158584,7.487832498177001,55.20634075307933,16.837622055892204,13.701024924654943,37.24872393049303
22.211441969224488,24.190240850667614,41.2272851159872,104.11563904327703,7.33556730801255,103.83317458327465,62.592445454227686,71.31591999797544,46.479967082911855
19.447476211775914,36.47313151995236,38.218007868829524,112.72316412517499,7.331920497837218,131.8049498349352,17.57422677282029,74.5477237470643,50.90075299363026
41.35601763686234,28.17332535784975,80.58955785439579,87.18169238691148,6.416326924319966,126.84702979391767,25.273330470563398,11.283974184325114,41.44924798109572
24.98319164549532,29.193074997476444,32.56174829198888,95.82007753200314,6.31147944585738,107.77934852189084,35.31438115113852,41.30623474861864,33.21151974187877
43.769401650193494,15.769252936272315,45.70129712715616,45.076515211939835,6.24277759412969,48.26264610627032,49.91536106801157,79.24616573835438,42.46754076464801
33.22045242364568,32.39426453673386,87.13931608830026,17.032514348518603,6.713759109562199,61.56092586711806,30.68231857289216,86.67797079598223,41.97909842151396
31.75935020731926,24.46772556566852,93.27872595435909,137.8141622339629,7.095323740377889,84.80224014044126,22.810099917803246,83.5673553053742,46.83938272699254
14.016109053368131,21.188535736885775,69.35243050225813,148.9667364041628,7.2391592061090275,62.63111210705183,32.403106345987624,53.759034743431,32.25999249824132
43.232124054747494,26.714851157715916,93.45548719642525,36.3749473054272,6.902477887657087,71.96835775781068,44.261477569881805,34.79370183064064,38.70837692599907
25.74692467179792,25.326621346314774,32.824350211473494,57.73542708053103,6.662412028157634,114.19074301471154,69.44508096358209,57.141199688633165,54.370414291943646
30.243636503549613,27.684304082331728,91.6572299444405,71.5942828843456,6.272220781372772,27.9925165137644,29.62991054868216,57.67923903012096,29.10179632217511
24.28478809664484,41.44605056285477,50.23424535965086,207.68784172610643,6.031779161314022,136.6245722783966,31.73220018285899,63.164148111202245,49.90838926188596
18.29594430850597,24.838207899942223,81.93323462350355,38.35523529060308,5.944244261348081,103.07738327637983,52.374115220321045,57.26520197268056,30.264607114383264
41.61828321967889,35.909073600073064,82.6908917240486,138.03470188837036,5.970059467847996,123.09098354704068,27.936141484616385,79.44443589659517,59.6575563775006
30.078782033530004,29.9247251068471,85.89990845272241,142.0349294230481,6.9751574520275526,112.71000674285918,30.98204326293217,39.91822659438189,48.02974321052496
10.100461446090565,39.00653940590203,59.80580270866257,85.85502327716807,7.182347073614906,69.02296418861012,69.6824641287597,29.521322826039516,38.01698494212726
31.600071976725335,24.583726981038446,90.49188549075414,87.6542973267384,6.753811446173938,132.81389292290186,46.25604272696653,11.63892579514716,41.024934397668574
21.432571562023366,21.6290043650357,46.7630439877576,239.77800437980056,5.779446119859259,46.63577713856648,59.72864770228815,28.615088734547427,22.75062342186481
28.447033579016324,39.59751947073815,90.738957014423,138.33598736488017,5.705427053312279,20.781052898694043,11.899941429197163,22.92813193157821,24.746119651480875
41.00797347587711,16.175425121459664,70.24277616135794,163.18280022523868,7.19078390880396,27.109778783100406,18.729413183572532,29.05283168492965,45.25392051536406
22.504441600087493,40.67034255764706,94.05391947141399,122.68502911110332,7.744603929335118,40.09207774025976,53.66369765301718,80.47705331081877,40.20251566777947
41.79873028219297,30.022986723114983,32.121851287568504,161.66249541794764,5.2413659001406625,82.38506704343018,42.384636735460894,68.52795459065285,45.952302864857174
31.817604052713094,25.161806850551365,77.13583282412604,151.3126963767655,5.847135169154708,42.95031907074214,69.71587038759881,29.471126521849804,34.833681233537135
10.55374349962947,41.866412703156,66.76102529972476,36.29332323002391,7.260013466603944,119.41510248142558,39.73777956704855,73.44434176056117,48.14135048970058
42.53030318103165,16.575791445986056,62.00756308089077,83.6701332211483,7.069829774158722,16.167335905350704,33.04623211047388,53.529668254766605,26.3254487384548
